.next/dev/types/validator.ts(1427,52): error TS2344: Type '"/wellness-library"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1436,52): error TS2344: Type '"/wishlist"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1451,51): error TS2344: Type '"/dashboard"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1460,51): error TS2344: Type '"/doctor/dashboard"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1469,51): error TS2344: Type '"/faq"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1478,51): error TS2344: Type '"/"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1487,51): error TS2344: Type '"/seller/dashboard"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1496,51): error TS2344: Type '"/superadmin/dashboard"' does not satisfy the constraint 'never'.
.next/types/validator.ts(24,44): error TS2344: Type 'Route' does not satisfy the constraint 'never'.
  Type '"/"' is not assignable to type 'never'.
.next/types/validator.ts(24,75): error TS2344: Type 'Route' does not satisfy the constraint 'never'.
  Type '"/"' is not assignable to type 'never'.
